transaction_id,account_id,amount,transaction_type,account_age_years,country_risk_level,is_foreign_transaction,num_prev_transactions,previous_suspicious_activity,avg_transaction_amount,time_of_day,device_type,customer_type,location_match,account_balance,txn_velocity_score,unusual_activity_flag,label
T01800,A2869,39927.53,cash,6.3,medium,1,4,0,31359.37,evening,mobile,personal,1,262428.0,0.02,1,0
T01801,A2570,31087.73,crypto,4.3,high,0,29,0,38296.14,night,atm,business,0,1308979.03,0.9,0,0
T01802,A1859,234712.6,cash,13.1,high,0,44,1,41256.48,morning,mobile,personal,1,1736280.78,0.22,0,1
T01803,A8688,482052.72,bank_transfer,0.4,high,0,15,0,16114.28,evening,web,personal,0,1649099.18,0.71,0,1
T01804,A9121,96192.96,online_transfer,7.0,low,0,45,0,25629.01,afternoon,web,business,1,1960127.38,0.13,0,0
T01805,A2619,398812.15,cheque,1.3,high,0,33,0,21058.66,night,mobile,business,1,1472933.7,0.34,1,1
T01806,A5822,436434.49,cheque,15.0,low,0,35,1,17107.31,evening,mobile,business,1,19513.89,0.58,0,1
T01807,A7925,180756.69,crypto,4.2,low,0,31,0,45040.84,afternoon,mobile,personal,0,1873345.8,0.72,0,0
T01808,A2055,126030.54,cash,3.3,high,0,47,1,17784.51,night,mobile,personal,1,869870.85,0.14,0,1
T01809,A1236,411595.2,online_transfer,3.8,low,1,23,0,26010.67,night,atm,personal,1,1590897.56,0.42,0,0
T01810,A4198,192957.06,upi,1.7,high,0,35,1,38326.33,evening,atm,personal,0,1473088.08,0.92,1,1
T01811,A2720,102668.57,online_transfer,2.6,high,1,47,0,40785.66,morning,web,business,0,400454.42,0.1,0,1
T01812,A5581,289222.61,crypto,8.0,low,1,47,0,18575.91,evening,web,business,0,151094.17,0.36,1,1
T01813,A8016,199765.78,cheque,10.2,medium,0,7,1,41160.22,afternoon,mobile,personal,0,868712.04,0.42,0,0
T01814,A3923,173234.43,cheque,12.5,low,1,45,0,3214.16,evening,web,personal,0,1552788.42,0.44,0,0
T01815,A5320,250324.02,crypto,11.0,low,1,3,0,43327.67,afternoon,web,personal,0,1090218.11,0.35,0,0
T01816,A1078,139232.16,cheque,14.2,high,0,36,0,49590.74,morning,atm,business,1,1242644.56,0.99,1,1
T01817,A2222,396887.79,cheque,4.3,low,1,47,0,16687.87,night,mobile,personal,1,1697167.0,0.63,0,0
T01818,A1689,422150.25,crypto,8.3,low,0,16,1,24900.69,night,web,business,1,1364736.37,0.48,1,1
T01819,A2464,253523.09,online_transfer,11.1,high,1,49,1,13053.16,evening,web,business,0,1441223.01,0.69,1,1
T01820,A5164,454469.29,cash,8.6,low,0,47,1,48099.52,night,mobile,personal,1,1267784.54,0.63,0,1
T01821,A2745,352502.89,online_transfer,1.9,low,0,49,1,10144.71,afternoon,mobile,business,0,693649.95,0.04,0,1
T01822,A7444,387945.44,online_transfer,10.3,medium,1,28,0,33517.5,afternoon,web,business,1,548667.19,0.12,1,1
T01823,A7939,76631.42,bank_transfer,3.4,medium,1,41,1,33650.32,evening,mobile,personal,0,1868219.63,0.86,0,1
T01824,A7795,61544.83,cash,8.7,medium,0,6,0,47243.96,morning,web,personal,0,647112.03,0.89,1,0
T01825,A6764,21076.08,cash,7.4,low,1,24,1,23105.37,evening,web,personal,1,1102324.93,0.38,1,1
T01826,A7038,113274.63,online_transfer,13.6,medium,0,9,0,41725.34,morning,atm,personal,1,1116035.83,0.41,1,0
T01827,A3694,56518.43,upi,1.1,high,0,8,0,15941.61,afternoon,web,business,0,1077474.81,0.68,1,0
T01828,A4996,472284.37,bank_transfer,14.4,low,0,43,0,18433.54,night,atm,personal,0,1572403.48,0.37,1,1
T01829,A2735,372774.27,crypto,9.8,medium,0,34,0,34880.14,afternoon,web,personal,0,514203.42,0.31,0,0
T01830,A8895,302237.97,online_transfer,11.4,medium,0,12,1,30618.27,morning,mobile,business,1,1158826.33,0.67,1,1
T01831,A5181,269157.45,upi,12.0,high,1,43,1,33209.35,night,atm,business,0,506512.93,0.14,1,1
T01832,A6002,381865.03,cash,9.7,high,0,46,0,5928.85,morning,mobile,personal,1,1292957.86,0.78,1,1
T01833,A5342,117428.79,upi,5.4,medium,0,43,0,24087.38,morning,web,business,1,1199773.85,0.11,1,1
T01834,A1180,156885.78,crypto,10.4,medium,0,4,1,14228.47,evening,atm,personal,1,1675471.68,0.09,1,1
T01835,A8138,192566.37,online_transfer,9.1,high,1,18,1,32158.93,afternoon,mobile,business,0,792198.69,0.69,0,1
T01836,A8707,305837.15,bank_transfer,14.8,high,0,16,1,40870.21,morning,atm,personal,1,1227981.85,0.91,1,1
T01837,A2153,466565.07,upi,12.4,medium,0,13,1,27743.33,afternoon,web,personal,1,1540069.75,0.76,1,1
T01838,A8748,469892.74,crypto,12.8,low,1,38,1,17271.63,evening,mobile,personal,0,452525.89,0.44,1,1
T01839,A4078,378587.6,cash,11.7,low,1,32,0,47876.22,night,atm,personal,0,989702.26,0.68,1,1
T01840,A7709,249548.69,crypto,14.3,low,0,36,0,34921.12,night,atm,personal,1,1674618.41,0.35,0,0
T01841,A1714,291176.56,cash,10.4,low,0,31,1,47613.5,night,web,personal,1,221654.07,0.46,0,1
T01842,A6720,147630.24,cheque,7.4,high,1,45,0,41178.28,morning,mobile,business,1,350121.73,0.57,0,1
T01843,A7437,318694.76,bank_transfer,13.7,high,1,34,0,27961.46,afternoon,web,personal,0,1281291.25,0.14,0,1
T01844,A6591,212176.56,crypto,11.7,high,1,21,0,46384.83,night,atm,business,0,1098591.35,0.28,1,1
T01845,A7699,484180.97,bank_transfer,12.6,high,1,26,0,23521.48,morning,web,personal,0,777765.36,0.59,0,1
T01846,A5721,304349.28,bank_transfer,2.0,medium,0,10,1,31042.21,afternoon,web,personal,1,439849.75,0.08,1,1
T01847,A2372,10924.39,bank_transfer,4.1,medium,1,16,1,34058.35,evening,atm,business,1,1916332.8,0.99,1,1
T01848,A1321,492426.38,cash,9.1,high,0,33,1,40234.97,morning,atm,business,0,497244.77,0.2,1,1
T01849,A5792,451924.34,cheque,11.2,low,1,6,1,35238.57,afternoon,mobile,business,0,1666271.65,0.36,1,1
T01850,A6376,62009.51,bank_transfer,9.3,medium,0,48,0,39123.24,evening,web,business,0,499994.56,0.51,0,0
T01851,A9142,267072.4,cash,0.2,high,0,19,1,37794.09,morning,atm,business,1,688479.15,1.0,0,1
T01852,A6005,26084.62,cash,10.2,medium,1,29,0,36011.01,morning,mobile,business,1,504796.91,0.42,0,0
T01853,A9305,271543.45,cheque,1.7,high,1,42,0,12287.64,afternoon,atm,business,0,1854373.6,0.86,1,1
T01854,A5510,27484.16,cheque,5.8,medium,0,41,1,24905.86,afternoon,atm,personal,1,295545.48,0.91,1,1
T01855,A7119,90672.03,online_transfer,6.1,medium,0,49,0,34747.06,night,web,business,1,734941.12,0.16,0,0
T01856,A8078,439083.59,bank_transfer,13.8,low,1,28,1,34757.85,evening,atm,business,0,425057.66,0.44,0,1
T01857,A2288,162779.47,upi,10.6,medium,0,30,0,9073.5,morning,atm,business,1,720244.24,0.29,0,0
T01858,A7608,3465.28,cash,6.3,high,0,25,1,13636.61,evening,atm,business,0,1204581.43,0.13,1,1
T01859,A1502,287144.11,cash,13.1,high,1,12,0,32996.09,afternoon,mobile,business,0,1941633.53,0.31,0,1
T01860,A4582,6513.4,bank_transfer,12.3,high,1,47,0,7663.98,morning,web,business,1,242746.28,0.05,0,0
T01861,A8620,161615.41,upi,11.8,low,0,22,1,5595.21,morning,web,business,1,393291.7,0.95,1,1
T01862,A6799,56165.64,upi,5.2,medium,1,42,0,33949.74,night,atm,business,1,1802791.93,0.01,0,0
T01863,A1499,243615.56,bank_transfer,13.5,low,1,46,0,17432.22,afternoon,web,business,1,1514562.65,0.6,1,1
T01864,A5761,289772.51,cash,0.9,low,1,34,1,43205.39,night,mobile,business,1,1954201.47,0.25,1,1
T01865,A8481,273061.79,cash,14.9,medium,0,30,1,42523.98,afternoon,atm,personal,0,711872.32,0.24,1,1
T01866,A9827,336412.91,cash,9.4,high,1,0,1,41753.2,evening,web,personal,0,291358.07,0.4,1,1
T01867,A3903,324011.02,crypto,14.4,low,1,50,1,15926.34,night,mobile,business,0,1240046.73,0.96,1,1
T01868,A1011,258151.03,cheque,10.0,high,0,45,0,11085.04,afternoon,mobile,business,1,1077095.19,0.67,0,1
T01869,A4804,434710.59,bank_transfer,11.1,medium,0,34,0,46493.34,evening,web,business,0,1306265.78,0.37,1,1
T01870,A5780,139397.15,bank_transfer,10.2,low,0,18,1,20370.54,morning,web,personal,1,1513325.5,0.33,1,1
T01871,A1982,289409.38,cheque,10.2,low,0,1,1,35574.74,morning,atm,business,1,549820.63,0.34,0,0
T01872,A2880,357250.45,cash,4.8,medium,0,15,1,12355.63,afternoon,web,personal,1,1708077.42,0.03,1,1
T01873,A9698,153021.75,cash,12.5,low,0,41,1,34082.04,night,atm,personal,0,340546.7,0.62,0,1
T01874,A8113,69320.92,crypto,2.4,low,1,40,1,4317.69,night,mobile,personal,0,1714475.09,0.06,0,0
T01875,A6380,147747.56,crypto,5.6,medium,0,48,0,46869.28,afternoon,web,business,0,174787.78,0.28,0,0
T01876,A2075,242826.71,cash,9.9,medium,0,0,0,20077.45,afternoon,web,personal,1,1760016.26,0.18,1,0
T01877,A2381,385187.03,upi,9.7,medium,1,45,0,46774.05,night,web,business,0,1725593.55,0.32,1,1
T01878,A3828,101727.48,crypto,3.6,low,1,18,0,14617.12,afternoon,mobile,business,1,625169.54,0.6,1,1
T01879,A1842,34404.86,bank_transfer,13.7,medium,0,15,1,24041.17,night,web,business,1,1222139.39,0.18,0,0
T01880,A6813,479125.5,bank_transfer,11.4,high,0,10,0,14531.18,night,atm,personal,0,352989.92,0.12,1,1
T01881,A1262,106254.02,bank_transfer,11.9,high,1,22,0,39931.05,evening,web,personal,0,985286.36,0.31,0,1
T01882,A9353,241999.03,upi,5.3,medium,0,33,0,19571.05,night,web,business,1,792561.93,0.9,0,0
T01883,A6040,349045.71,bank_transfer,0.6,low,1,24,0,41969.7,afternoon,web,business,1,1989009.36,0.56,1,1
T01884,A5473,163374.42,online_transfer,12.2,high,0,18,1,29811.7,night,web,business,1,955495.43,0.74,1,1
T01885,A4912,386013.49,crypto,14.3,medium,0,9,0,35588.4,evening,atm,business,1,1715968.7,0.95,0,0
T01886,A6868,223253.99,upi,13.9,high,0,28,0,35637.3,evening,atm,business,0,443292.96,0.9,0,1
T01887,A3295,363082.03,online_transfer,5.6,low,1,6,0,14005.14,afternoon,web,business,0,132521.3,0.36,0,0
T01888,A6485,320886.93,crypto,5.6,high,0,3,0,46289.1,afternoon,web,personal,1,537619.34,0.64,1,1
T01889,A4864,360045.62,bank_transfer,10.8,low,1,33,1,40886.53,night,atm,business,0,1519983.41,0.85,0,1
T01890,A7769,26019.8,cheque,0.4,medium,1,8,1,27596.42,morning,web,business,0,870605.14,0.42,1,1
T01891,A1045,402637.88,crypto,13.4,high,0,9,0,45520.48,evening,web,business,0,1718504.09,0.7,0,0
T01892,A7172,111784.45,cash,11.2,medium,0,23,1,24394.9,morning,atm,personal,1,613624.62,0.99,1,1
T01893,A5124,146085.14,cheque,4.1,medium,0,31,1,32386.34,morning,atm,business,0,1197491.42,0.43,1,1
T01894,A4206,287673.45,upi,0.9,low,1,22,1,49083.59,morning,atm,personal,0,443936.46,0.9,1,1
T01895,A5324,71789.96,crypto,14.6,high,0,33,1,30350.61,night,mobile,business,0,696444.76,0.82,1,1
T01896,A4532,49705.7,cheque,3.7,medium,1,5,0,20409.21,evening,mobile,business,0,169350.06,0.33,1,0
T01897,A2671,235553.57,crypto,8.3,low,0,28,1,19622.26,afternoon,web,business,0,838752.57,0.55,1,1
T01898,A1296,284969.5,online_transfer,2.4,medium,0,27,1,24792.35,afternoon,mobile,business,0,962787.79,0.17,0,1
T01899,A2970,441202.16,upi,9.9,high,0,42,1,3500.6,morning,web,personal,1,530701.63,0.83,1,1
T01900,A7234,493898.86,online_transfer,2.4,low,1,50,1,5784.54,afternoon,mobile,personal,1,623541.43,0.21,1,1
T01901,A7594,279142.03,online_transfer,6.9,medium,1,4,0,7050.71,evening,atm,business,0,1453940.15,0.57,0,0
T01902,A7197,16434.62,upi,14.2,medium,0,28,0,11724.55,morning,mobile,personal,1,647055.8,0.64,0,0
T01903,A2795,421076.92,online_transfer,8.7,low,0,48,0,46746.86,afternoon,web,business,0,979058.11,0.42,0,0
T01904,A8537,259114.83,crypto,14.2,low,1,15,1,12367.06,morning,atm,business,0,60750.74,0.64,0,1
T01905,A1311,212494.3,cheque,5.3,high,0,12,0,48339.52,morning,atm,business,0,1511137.0,0.89,0,1
T01906,A9738,342770.21,cheque,14.7,high,0,7,1,3039.27,afternoon,atm,personal,0,1468412.55,0.92,0,1
T01907,A1369,481830.6,cheque,6.9,low,0,28,0,7557.5,morning,atm,personal,0,437653.38,0.6,0,0
T01908,A1006,38059.16,bank_transfer,4.8,low,0,5,1,27093.17,afternoon,mobile,business,1,105226.47,0.84,0,0
T01909,A4868,486837.09,cheque,12.1,medium,0,0,1,22532.36,night,atm,personal,0,218235.41,0.33,0,0
T01910,A7797,266774.45,crypto,1.7,low,1,1,1,1992.34,afternoon,atm,business,0,691670.73,0.7,0,1
T01911,A9499,481500.07,cheque,13.7,high,0,20,1,19183.03,morning,mobile,personal,1,676501.47,0.48,0,1
T01912,A6970,421383.59,online_transfer,2.8,medium,0,16,0,42547.0,evening,mobile,business,0,971406.8,0.92,1,1
T01913,A3428,447836.57,online_transfer,6.8,low,1,5,0,16437.3,morning,web,business,0,1294808.46,0.35,1,1
T01914,A5738,366908.74,online_transfer,12.9,high,1,28,0,29126.87,afternoon,web,personal,1,1741889.06,0.01,1,1
T01915,A3439,338779.98,cash,7.7,low,0,10,1,23982.13,night,web,business,1,1730555.93,0.43,1,1
T01916,A8370,267958.36,bank_transfer,12.2,medium,0,41,0,8550.93,evening,web,business,1,1176120.92,0.13,0,0
T01917,A9717,344126.19,bank_transfer,6.2,medium,1,45,0,39437.33,morning,mobile,personal,0,402014.77,0.56,0,0
T01918,A4145,235574.43,crypto,9.7,low,0,35,1,6710.2,morning,atm,personal,0,783091.2,0.98,0,1
T01919,A2226,409126.06,cheque,8.9,medium,0,35,1,30475.7,evening,web,personal,1,1543020.27,0.18,0,1
T01920,A5929,377574.83,upi,4.7,low,1,17,1,39801.74,evening,atm,personal,0,499593.18,0.93,0,1
T01921,A4416,335234.32,cash,12.8,medium,1,39,0,44683.57,afternoon,atm,personal,0,1339409.03,0.17,1,1
T01922,A2844,396960.3,online_transfer,13.7,low,0,8,0,32122.74,evening,atm,personal,1,1733256.61,0.78,0,0
T01923,A3777,244310.19,cheque,3.5,high,1,30,0,27304.79,night,web,business,1,134770.06,0.88,0,1
T01924,A8927,384374.13,upi,9.0,medium,1,39,0,32259.39,afternoon,atm,business,0,204419.06,0.72,0,1
T01925,A5157,392135.77,cash,12.3,high,0,10,1,10053.3,morning,atm,business,1,745603.37,0.89,1,1
T01926,A6443,490481.38,bank_transfer,14.6,low,1,16,0,37467.32,evening,web,personal,0,1337680.97,0.72,0,0
T01927,A1022,480938.74,cheque,7.9,high,1,14,0,13049.38,afternoon,web,business,1,1134162.97,0.99,1,1
T01928,A3323,464448.57,cash,4.7,low,1,6,0,14782.62,night,atm,business,1,41357.31,0.24,0,0
T01929,A9082,268995.13,online_transfer,14.8,low,1,48,1,10464.03,afternoon,mobile,business,0,1022251.82,0.73,1,1
T01930,A1405,363603.38,cash,12.3,medium,1,10,1,27120.95,night,atm,personal,1,1765524.66,0.43,0,1
T01931,A8460,428779.52,cheque,4.9,medium,1,29,1,26588.96,afternoon,web,business,0,1967362.44,0.16,1,1
T01932,A2533,223345.61,upi,3.8,medium,0,45,0,4486.77,night,mobile,personal,0,1278782.32,0.92,1,1
T01933,A1972,62382.95,bank_transfer,9.2,low,1,43,1,43939.04,night,web,business,0,803316.22,0.45,1,1
T01934,A8123,412067.28,bank_transfer,11.5,low,1,9,1,23893.78,afternoon,mobile,business,0,462671.83,0.73,1,1
T01935,A2840,302948.47,upi,14.4,medium,1,16,1,26794.72,morning,mobile,business,0,396787.57,0.57,0,1
T01936,A8692,233740.72,crypto,2.0,high,0,19,1,29025.98,afternoon,mobile,business,1,1812484.0,0.7,0,1
T01937,A1006,186354.2,cash,4.4,medium,0,14,0,6124.12,evening,mobile,personal,0,320898.91,0.46,1,0
T01938,A6038,6895.59,upi,11.5,high,1,1,1,9814.5,evening,atm,personal,0,522980.64,0.95,0,1
T01939,A2219,31683.36,crypto,10.8,low,0,23,1,40630.84,evening,web,personal,1,1924121.44,0.37,0,0
T01940,A2480,303157.8,upi,0.5,low,0,19,1,28352.28,morning,web,personal,1,1842743.31,0.31,0,1
T01941,A3149,405597.83,online_transfer,13.2,low,1,48,1,30848.61,evening,atm,business,1,67144.96,0.18,1,1
T01942,A1850,185363.98,cash,5.2,medium,0,46,1,18743.04,afternoon,atm,personal,0,890589.75,0.09,1,1
T01943,A2390,229027.15,bank_transfer,11.8,high,0,45,0,45036.3,evening,web,personal,0,562220.39,0.86,1,1
T01944,A1527,22710.43,online_transfer,2.9,medium,0,49,0,24754.39,evening,mobile,personal,0,257781.94,0.59,0,0
T01945,A2315,172066.84,crypto,6.4,low,1,8,1,48314.82,evening,mobile,business,0,64698.03,0.69,0,1
T01946,A3564,254308.4,crypto,13.9,medium,1,35,0,2660.86,night,web,business,1,1534101.09,0.95,0,1
T01947,A6353,95410.53,cheque,10.4,medium,0,14,0,19899.3,afternoon,mobile,personal,0,533294.94,0.25,1,0
T01948,A5829,201314.17,cash,13.7,high,1,5,0,1170.73,afternoon,web,business,1,715501.76,0.88,1,1
T01949,A2175,345092.27,upi,6.7,low,0,32,0,26203.23,afternoon,web,business,1,1515562.3,0.77,0,0
T01950,A8288,370213.36,cheque,1.4,medium,0,42,0,49373.56,morning,mobile,personal,1,835348.14,0.78,0,0
T01951,A3702,160242.89,upi,1.6,medium,0,47,0,27937.06,afternoon,mobile,personal,1,430042.89,0.12,0,0
T01952,A4145,486566.97,online_transfer,4.4,medium,1,14,0,37633.28,morning,web,business,0,1047910.94,0.59,1,1
T01953,A5459,105853.48,cash,9.2,high,0,46,0,15449.09,evening,mobile,personal,0,568187.22,0.17,0,1
T01954,A4723,312907.95,bank_transfer,0.9,medium,0,5,0,2802.34,morning,atm,business,0,1580842.5,0.94,1,1
T01955,A7398,424109.61,crypto,1.9,medium,1,30,1,7791.26,night,atm,business,1,101464.55,0.07,1,1
T01956,A4183,459122.23,cash,14.0,high,0,0,1,35241.63,morning,atm,business,1,1240212.46,0.01,0,1
T01957,A2493,1650.92,crypto,2.9,high,0,50,1,23057.45,evening,mobile,personal,1,582349.73,0.49,1,1
T01958,A9246,151015.33,bank_transfer,4.4,low,0,18,0,40918.67,afternoon,mobile,business,1,1943432.3,0.45,0,0
T01959,A6967,339329.99,bank_transfer,8.6,low,1,43,0,43991.07,afternoon,atm,personal,1,115545.97,0.9,0,1
T01960,A1470,478030.81,cheque,11.0,high,1,14,1,15041.19,evening,web,business,1,1774535.62,0.8,1,1
T01961,A8538,174540.56,cheque,4.8,medium,1,10,1,17269.31,night,atm,personal,1,1233612.45,0.25,1,1
T01962,A5340,160560.5,bank_transfer,4.7,low,0,21,1,31294.8,morning,mobile,business,1,1092383.58,0.88,1,1
T01963,A8443,103188.12,upi,10.5,high,1,26,0,22288.87,night,mobile,business,0,1855464.78,0.18,0,1
T01964,A8223,416559.79,crypto,13.7,high,1,35,1,49788.09,night,mobile,business,1,1458804.1,0.11,1,1
T01965,A9985,460615.0,cheque,7.8,low,1,36,0,43386.79,morning,atm,personal,1,893328.43,0.72,1,1
T01966,A9962,484609.41,online_transfer,7.8,low,1,6,0,5970.8,morning,atm,personal,1,190732.87,0.25,0,0
T01967,A5598,497576.92,online_transfer,9.3,medium,0,23,1,26798.16,afternoon,mobile,business,1,234058.96,0.47,1,1
T01968,A1318,498882.37,cash,1.1,low,0,2,0,11959.02,night,web,business,0,1862082.88,0.28,0,0
T01969,A7649,26692.53,online_transfer,5.6,high,0,18,0,27864.13,morning,mobile,business,0,768253.51,0.17,1,0
T01970,A5992,290398.78,bank_transfer,12.1,medium,1,22,0,49226.82,morning,mobile,business,1,1542720.88,0.08,0,0
T01971,A6022,442057.04,online_transfer,9.6,medium,1,40,0,13080.77,morning,mobile,personal,0,1234408.83,0.05,1,1
T01972,A4105,149251.77,cash,13.9,low,1,16,0,44700.41,evening,atm,personal,1,344683.34,0.81,1,1
T01973,A6130,475065.31,cash,13.0,medium,1,16,1,27686.12,night,web,personal,0,1080255.58,0.15,0,1
T01974,A1088,102143.69,upi,8.6,low,1,46,1,16434.2,morning,mobile,business,1,1472554.13,0.16,1,1
T01975,A9606,121685.28,online_transfer,7.5,low,0,44,1,1884.98,afternoon,web,personal,1,402452.7,0.89,1,1
T01976,A8336,267456.27,cheque,2.8,high,0,35,0,15408.18,morning,web,personal,1,1958911.43,0.56,0,1
T01977,A5321,465909.02,online_transfer,0.8,medium,0,25,1,19854.29,night,mobile,business,1,1276613.2,0.74,1,1
T01978,A5363,385373.48,cheque,0.9,low,1,42,1,1824.5,evening,mobile,personal,0,913766.2,0.43,0,1
T01979,A8084,387642.55,crypto,1.7,medium,1,42,1,12523.25,morning,atm,business,0,1297936.78,0.63,1,1
T01980,A9336,320688.3,crypto,14.4,high,1,45,0,42437.18,evening,mobile,business,0,1267138.85,0.53,1,1
T01981,A2773,297009.52,upi,12.5,medium,0,33,0,10687.78,morning,atm,personal,0,1185136.37,0.59,0,0
T01982,A8274,7875.75,bank_transfer,3.4,high,1,4,1,26141.42,morning,web,business,1,98245.12,0.63,0,1
T01983,A9868,389620.49,cash,13.5,medium,1,7,0,10066.28,morning,atm,business,1,446756.15,0.82,0,0
T01984,A8766,494084.45,cash,2.3,low,1,44,0,33350.36,afternoon,atm,business,1,1688447.66,0.99,1,1
T01985,A4083,429403.58,upi,2.9,low,1,30,1,22854.56,afternoon,web,personal,0,939344.9,0.57,1,1
T01986,A4481,72905.81,bank_transfer,6.8,medium,0,31,0,37259.83,night,web,business,1,58397.59,0.58,1,0
T01987,A8279,92376.28,cash,3.3,high,0,46,0,1437.08,night,web,personal,1,338337.05,0.37,1,1
T01988,A3441,75801.39,cash,8.5,medium,1,44,1,23168.85,evening,mobile,personal,1,930213.71,0.63,0,0
T01989,A5207,274592.75,cash,0.9,high,1,41,1,24951.8,afternoon,web,business,0,1459641.61,0.66,0,1
T01990,A7158,60454.28,cash,7.6,low,0,9,1,18947.58,afternoon,mobile,business,0,1057202.54,0.55,1,0
T01991,A5909,26013.54,online_transfer,13.2,low,1,35,0,48966.59,afternoon,atm,business,1,1080907.46,0.4,0,0
T01992,A6200,356357.66,upi,6.7,medium,1,36,1,28298.5,afternoon,atm,personal,1,612287.35,0.32,0,1
T01993,A6271,353850.32,cheque,1.2,low,1,16,0,47870.59,night,atm,personal,1,431241.39,0.72,0,0
T01994,A2921,227905.27,cheque,5.7,low,0,34,0,46164.42,night,atm,personal,0,673357.63,0.45,0,0
T01995,A3360,21996.06,upi,1.1,high,1,31,1,43830.32,evening,mobile,personal,1,451128.68,0.31,0,1
T01996,A5101,93406.43,upi,10.5,low,1,24,1,9865.1,morning,atm,personal,1,1387339.53,0.72,1,1
T01997,A1574,75427.09,cheque,13.8,low,0,15,0,4225.15,night,atm,personal,1,1641595.5,0.44,1,0
T01998,A7718,206056.86,upi,12.6,medium,0,38,0,38657.16,night,atm,business,0,988981.58,0.52,1,1
T01999,A8170,270179.96,upi,14.5,high,0,28,0,8592.88,evening,web,personal,0,856115.24,0.37,0,1
T02000,A5526,21370.96,cheque,2.8,medium,0,20,1,6659.68,afternoon,web,personal,1,1887148.91,0.31,1,0
T02001,A3598,469431.74,online_transfer,2.5,low,0,31,0,18550.67,afternoon,atm,business,1,918963.99,0.57,1,1
T02002,A6377,86288.19,bank_transfer,9.0,medium,1,38,1,44838.78,evening,web,personal,0,1498386.64,0.35,0,0
T02003,A8864,63983.64,cheque,9.7,low,1,3,1,3735.13,night,web,personal,0,567532.97,0.15,0,0
T02004,A9673,21587.49,online_transfer,11.4,medium,0,21,1,48764.39,afternoon,mobile,business,1,345117.31,0.87,1,1
T02005,A7071,456422.3,bank_transfer,2.5,low,1,22,0,4527.16,evening,web,business,1,1732552.3,0.57,0,0
T02006,A5111,16726.92,upi,1.7,high,1,17,0,49601.65,morning,web,personal,1,1128222.51,0.3,1,1
T02007,A3293,423975.42,cash,10.1,low,0,14,0,15014.93,evening,mobile,personal,0,1136384.09,0.03,0,0
T02008,A7927,196358.37,cash,0.2,medium,0,0,0,37477.56,afternoon,web,business,0,1235169.74,0.04,0,0
T02009,A6253,294323.97,upi,10.5,high,0,4,0,27006.26,morning,mobile,personal,0,663702.34,0.47,1,1
T02010,A9392,254337.4,bank_transfer,13.3,low,1,39,0,36755.34,morning,mobile,business,0,161417.62,0.66,0,0
T02011,A3889,40611.55,bank_transfer,0.8,high,1,37,0,40586.73,afternoon,atm,business,0,941247.79,0.39,0,1
T02012,A2096,398579.8,crypto,5.1,high,0,48,1,36530.61,night,web,personal,0,895090.55,0.62,1,1
T02013,A3993,402266.96,cheque,11.2,high,1,28,1,38490.61,night,web,personal,0,1215855.28,0.11,0,1
T02014,A5933,429776.94,crypto,7.2,high,0,41,0,19625.5,night,web,business,1,1637656.95,0.38,0,1
T02015,A4635,207784.29,online_transfer,12.2,low,0,18,0,8430.39,afternoon,mobile,business,1,1854474.35,0.58,1,0
T02016,A1953,242361.97,crypto,6.2,medium,0,18,0,35982.67,evening,atm,business,1,967982.18,0.5,1,0
T02017,A4330,490501.61,online_transfer,5.5,high,0,25,1,46215.87,afternoon,mobile,business,0,895355.43,0.35,0,1
T02018,A8296,312441.74,bank_transfer,8.2,low,1,44,1,13161.12,morning,atm,personal,0,448702.23,0.49,0,1
T02019,A9563,363797.73,online_transfer,1.2,medium,0,21,0,37459.6,night,web,business,0,760340.35,0.61,0,0
T02020,A6018,274202.67,upi,13.9,high,0,0,1,44756.51,night,web,business,0,246684.6,0.11,0,1
T02021,A2085,336992.77,online_transfer,8.9,medium,1,26,0,35705.2,night,web,business,1,849520.06,0.06,0,0
T02022,A8114,398508.24,crypto,15.0,high,1,38,1,8083.39,morning,web,personal,0,161055.87,0.74,1,1
T02023,A5436,206268.78,cash,1.2,medium,1,26,1,39078.02,night,web,business,0,717528.92,0.75,1,1
T02024,A1395,213712.01,cheque,10.4,low,1,0,0,43353.17,morning,atm,business,0,735123.38,0.49,1,1
T02025,A1097,61095.72,cheque,1.5,high,1,24,0,41704.18,evening,web,business,1,1834053.9,0.94,1,1
T02026,A1445,161259.55,bank_transfer,9.5,high,1,44,1,20069.16,morning,mobile,business,0,468978.88,0.39,1,1
T02027,A6345,51869.72,online_transfer,0.2,high,0,0,0,14960.8,night,web,business,1,1637820.21,0.11,1,1
T02028,A5268,306172.22,online_transfer,0.9,medium,0,38,0,41884.55,evening,atm,personal,1,799193.95,0.0,0,0
T02029,A8275,318364.05,cash,11.4,low,1,35,1,13519.13,night,web,business,1,1523416.02,0.16,1,1
T02030,A3936,110388.61,bank_transfer,10.3,low,0,42,1,28440.09,night,mobile,business,0,1423099.2,0.41,0,1
T02031,A5724,495606.95,bank_transfer,2.5,high,1,24,0,23317.84,night,web,personal,1,1634358.45,0.88,0,1
T02032,A7716,348382.58,online_transfer,4.8,high,1,26,1,37567.03,night,mobile,personal,0,710898.26,0.79,0,1
T02033,A6211,41954.95,online_transfer,9.7,low,1,32,0,6132.18,night,web,personal,1,636619.16,0.12,0,0
T02034,A3351,449043.15,cash,14.0,high,1,33,1,15181.08,night,atm,personal,1,157104.48,0.93,0,1
